question_id,language_id,question,default
1722565,21,Al-Jazeera,1
1722566,21,Fox News,1
1722567,21,Sky News,1
1722568,21,CNBC,1
1722569,21,RT,1
1722570,21,Time Magazine,1
1722571,21,Bloomberg TV,1
1722572,21,Spotify,1
1722573,21,Deezer,1
1722574,21,Pandora Radio,1
1722575,21,Ukhozi FM,1
1722576,21,Metro FM,1
1722577,21,Umhlobo Wenene FM,1
1722578,21,Lesedi FM,1
1722579,21,Motsweding FM,1
1722580,21,Times,1
1722581,21,Daily Sun,1
1722582,21,Business Day,1
1722583,21,City Press,1
1722584,21,Witness,1
1722585,21,Daily News,1
1722586,21,Cape Times,1
1722587,21,Sowetan,1
1722588,21,Die Burger,1
1722589,21,News24,1
1722590,21,IOL,1
1722591,21,Mail and Guardian,1
1722592,21,Iafrica,1
1722593,21,Daily Maverick,1
1722594,21,Business Report,1
1722595,21,Mercury,1
1722596,21,SABC,1
1722597,21,e.tv,1
1722598,21,Soweto TV,1
1722599,21,Huisgenoot,1
1722600,21,Amandla,1
1722601,21,Drum,1
1722602,21,Economist,1
1722603,21,Financial times,1
1722604,21,CNN,1
1722605,21,NHK,1
1722606,21,BBC World News,1
1722607,21,Euronews,1
1722608,21,Al-Jazeera,1
1722609,21,Fox News,1
1722610,21,Sky News,1
1722611,21,CNBC,1
1722612,21,RT,1
1722613,21,Time Magazine,1
1722614,21,Bloomberg TV,1
1722615,21,Spotify,1
1722616,21,Deezer,1
1722617,21,Pandora Radio,1
1722618,21,Ukhozi FM,1
1722619,21,Metro FM,1
1722620,21,Umhlobo Wenene FM,1
1722621,21,Lesedi FM,1
1722622,21,Motsweding FM,1
1722623,21,Times,1
1722624,21,Daily Sun,1
1722625,21,Business Day,1
1722626,21,City Press,1
1722627,21,Witness,1
1722628,21,Daily News,1
1722629,21,Cape Times,1
1722630,21,Sowetan,1
1722631,21,Die Burger,1
1722632,21,News24,1
1722633,21,IOL,1
1722634,21,Mail and Guardian,1
1722635,21,Iafrica,1
1722636,21,Daily Maverick,1
1722637,21,Business Report,1
1722638,21,Mercury,1
1722639,21,SABC,1
1722640,21,e.tv,1
1722641,21,Soweto TV,1
1722642,21,Huisgenoot,1
1722643,21,Amandla,1
1722644,21,Drum,1
1722645,21,Economist,1
1722646,21,Financial times,1
1722647,21,CNN,1
1722648,21,NHK,1
1722649,21,BBC World News,1
1722650,21,Euronews,1
1722651,21,Al-Jazeera,1
1722652,21,Fox News,1
1722653,21,Sky News,1
1722654,21,CNBC,1
1722655,21,RT,1
1722656,21,Time Magazine,1
1722657,21,Bloomberg TV,1
1722658,21,Spotify,1
1722659,21,Deezer,1
1722660,21,Pandora Radio,1
1722661,21,Radio citizen,1
1722662,21,Classic FM,1
1722663,21,Radio Taifa,1
1722664,21,jambo fm,1
1722665,21,Radio Maisha,1
1722666,21,Daily Nation,1
1722667,21,The Standard,1
1722668,21,X News,1
1722669,21,The People Daily,1
1722670,21,Business Daily,1
1722671,21,The Star,1
1722672,21,The East African,1
1722673,21,KBC,1
1722674,21,NTV,1
1722675,21,KTN,1
1722676,21,Citizen TV,1
1722677,21,K24,1
1722678,21,Coastweek,1
1722679,21,Economist,1
1722680,21,Financial times,1
1722681,21,CNN,1
1722682,21,NHK,1
1722683,21,BBC World News,1
1722684,21,Euronews,1
1722685,21,Al-Jazeera,1
1722686,21,Fox News,1
1722687,21,Sky News,1
1722688,21,CNBC,1
1722689,21,RT,1
1722690,21,Time Magazine,1
1722691,21,Bloomberg TV,1
1722692,21,Spotify,1
1722693,21,Deezer,1
1722694,21,Pandora Radio,1
1722695,21,Radio citizen,1
1722696,21,Classic FM,1
1722697,21,Radio Taifa,1
1722698,21,jambo fm,1
1722699,21,Radio Maisha,1
1722700,21,Daily Nation,1
1722701,21,The Standard,1
1722702,21,X News,1
1722703,21,The People Daily,1
1722704,21,Business Daily,1
1722705,21,The Star,1
1722706,21,The East African,1
1722707,21,KBC,1
1722708,21,NTV,1
1722709,21,KTN,1
1722710,21,Citizen TV,1
1722711,21,K24,1
1722712,21,Coastweek,1
1722713,21,Economist,1
1722714,21,Financial times,1
1722715,21,CNN,1
1722716,21,NHK,1
1722717,21,BBC World News,1
1722718,21,Euronews,1
1722719,21,Al-Jazeera,1
1722720,21,Fox News,1
1722721,21,Sky News,1
1722722,21,CNBC,1
1722723,21,RT,1
1722724,21,Time Magazine,1
1722725,21,Bloomberg TV,1
1722726,21,Spotify,1
1722727,21,Deezer,1
1722728,21,Pandora Radio,1
1722729,21,Radio citizen,1
1722730,21,Classic FM,1
1722731,21,Radio Taifa,1
1722732,21,jambo fm,1
1722733,21,Radio Maisha,1
1722734,21,Daily Nation,1
1722735,21,The Standard,1
1722736,21,X News,1
1722737,21,The People Daily,1
1722738,21,Business Daily,1
1722739,21,The Star,1
1722740,21,The East African,1
1722741,21,KBC,1
1722742,21,NTV,1
1722743,21,KTN,1
1722744,21,Citizen TV,1
1722745,21,K24,1
1722746,21,Coastweek,1
1722747,21,Economist,1
1722748,21,Financial times,1
1722749,21,CNN,1
1722750,21,NHK,1
1722751,21,BBC World News,1
1722752,21,Euronews,1
1722753,21,Al-Jazeera,1
1722754,21,Fox News,1
1722755,21,Sky News,1
1722756,21,CNBC,1
1722757,21,RT,1
1722758,21,Time Magazine,1
1722759,21,Bloomberg TV,1
1722760,21,Spotify,1
1722761,21,Deezer,1
1722762,21,Pandora Radio,1
1722763,5,"Nogoum FM 100,6",1
1722764,5,Al-Ahram,1
1722765,5,Al Wafd,1
1722766,5,El Fagr,1
1722767,5,Al-Masry Al-Youm,1
1722768,5,Al Gomhuria,1
1722769,5,Akhbar El Yom,1
1722770,5,The Daily News Egypt,1
1722771,5,Al Messa,1
1722772,5,Watani,1
1722773,5,The Egyptian Gazette,1
1722774,5,Le Progres Egyptien,1
1722775,5,ERTU,1
1722776,5,Dream TV,1
1722777,5,el-Mehwer Tv,1
1722778,5,Egypt Today,1
1722779,5,Economist,1
1722780,5,Financial times,1
1722781,5,CNN,1
1722782,5,NHK,1
1722783,5,BBC World News,1
1722784,5,Euronews,1
1722785,5,Al-Jazeera,1
1722786,5,Fox News,1
1722787,5,Sky News,1
1722788,5,CNBC,1
1722789,5,RT,1
1722790,5,Time Magazine,1
1722791,5,Bloomberg TV,1
1722792,5,Spotify,1
1722793,5,Deezer,1
1722794,5,Pandora Radio,1
1722795,5,"Nogoum FM 100,6",1
1722796,5,Al-Ahram,1
1722797,5,Al Wafd,1
1722798,5,El Fagr,1
1722799,5,Al-Masry Al-Youm,1
1722800,5,Al Gomhuria,1
1722801,5,Akhbar El Yom,1
1722802,5,The Daily News Egypt,1
1722803,5,Al Messa,1
1722804,5,Watani,1
1722805,5,The Egyptian Gazette,1
1722806,5,Le Progres Egyptien,1
1722807,5,ERTU,1
1722808,5,Dream TV,1
1722809,5,el-Mehwer Tv,1
1722810,5,Egypt Today,1
1722811,5,Economist,1
1722812,5,Financial times,1
1722813,5,CNN,1
1722814,5,NHK,1
1722815,5,BBC World News,1
1722816,5,Euronews,1
1722817,5,Al-Jazeera,1
1722818,5,Fox News,1
1722819,5,Sky News,1
1722820,5,CNBC,1
1722821,5,RT,1
1722822,5,Time Magazine,1
1722823,5,Bloomberg TV,1
1722824,5,Spotify,1
1722825,5,Deezer,1
1722826,5,Pandora Radio,1
1722827,5,"Nogoum FM 100,6",1
1722828,5,Al-Ahram,1
1722829,5,Al Wafd,1
1722830,5,El Fagr,1
1722831,5,Al-Masry Al-Youm,1
1722832,5,Al Gomhuria,1
1722833,5,Akhbar El Yom,1
1722834,5,The Daily News Egypt,1
1722835,5,Al Messa,1
1722836,5,Watani,1
1722837,5,The Egyptian Gazette,1
1722838,5,Le Progres Egyptien,1
1722839,5,ERTU,1
1722840,5,Dream TV,1
1722841,5,el-Mehwer Tv,1
1722842,5,Egypt Today,1
1722843,5,Economist,1
1722844,5,Financial times,1
1722845,5,CNN,1
1722846,5,NHK,1
1722847,5,BBC World News,1
1722848,5,Euronews,1
1722849,5,Al-Jazeera,1
1722850,5,Fox News,1
1722851,5,Sky News,1
1722852,5,CNBC,1
1722853,5,RT,1
1722854,5,Time Magazine,1
1722855,5,Bloomberg TV,1
1722856,5,Spotify,1
1722857,5,Deezer,1
1722858,5,Pandora Radio,1
1727507,43,EBS-radio,1
1727508,43,MBC-radio,1
1727509,43,CBS-radio,1
1727510,43,Arirang-radio,1
1727511,43,KBS1 - radio,1
1727512,43,KBS2-radio,1
1727513,43,SBS - radio,1
1727514,43,Chosun Ilbo,1
1727515,43,Dong-a Ilbo,1
1727516,43,Hankook Ilbo,1
1727517,43,Hankyore,1
1727518,43,JoongAng Ilbo,1
1727519,43,Kookmin Ilbo,1
1727520,43,Kyunghyang Shinmun,1
1727521,43,Munhwa Ilbo,1
1727522,43,Seoul Shinmun,1
1727523,43,New Daily,1
1727524,43,Maeil Business Newspaper,1
1727525,43,The Korea Economic Daily,1
1727526,43,MBC-TV (문화방송주식회사),1
1727527,43,SBS-TV (에스비에스 / 서울방송그룹),1
1727528,43,KBS (한국방송공사),1
1727529,43,EBS (한국교육방송공사),1
1727530,43,Cable Channels,1
1727531,43,JTBC,1
1727532,43,MBN,1
1727533,43,Channel A,1
1727534,43,TV Chosun,1
1727535,43,Vogue Korea,1
1727536,43,Elle Korea,1
1727537,43,Cosmopolitan,1
1727538,43,Woman Sense,1
1727539,43,여성동아 (Woman Donga),1
1727540,43,Maxim,1
1727541,43,Styler,1
1727542,43,여성조선 (Woman Chosun),1
1727543,43,Men's health,1
1727544,43,Economist,1
1727545,43,Financial times,1
1727546,43,CNN,1
1727547,43,NHK,1
1727548,43,BBC World News,1
1727549,43,Euronews,1
1727550,43,Al-Jazeera,1
1727551,43,Fox News,1
1727552,43,Sky News,1
1727553,43,CNBC,1
1727554,43,RT,1
1727555,43,Time Magazine,1
1727556,43,Bloomberg TV,1
1727557,43,Spotify,1
1727558,43,Deezer,1
1727559,43,Pandora Radio,1
1727560,43,EBS-radio,1
1727561,43,MBC-radio,1
1727562,43,CBS-radio,1
1727563,43,Arirang-radio,1
1727564,43,KBS1 - radio,1
1727565,43,KBS2-radio,1
1727566,43,SBS - radio,1
1727567,43,Chosun Ilbo,1
1727568,43,Dong-a Ilbo,1
1727569,43,Hankook Ilbo,1
1727570,43,Hankyore,1
1727571,43,JoongAng Ilbo,1
1727572,43,Kookmin Ilbo,1
1727573,43,Kyunghyang Shinmun,1
1727574,43,Munhwa Ilbo,1
1727575,43,Seoul Shinmun,1
1727576,43,New Daily,1
1727577,43,Maeil Business Newspaper,1
1727578,43,The Korea Economic Daily,1
1727579,43,MBC-TV (문화방송주식회사),1
1727580,43,SBS-TV (에스비에스 / 서울방송그룹),1
1727581,43,KBS (한국방송공사),1
1727582,43,EBS (한국교육방송공사),1
1727583,43,Cable Channels,1
1727584,43,JTBC,1
1727585,43,MBN,1
1727586,43,Channel A,1
1727587,43,TV Chosun,1
1727588,43,Vogue Korea,1
1727589,43,Elle Korea,1
1727590,43,Cosmopolitan,1
1727591,43,Woman Sense,1
1727592,43,여성동아 (Woman Donga),1
1727593,43,Maxim,1
1727594,43,Styler,1
1727595,43,여성조선 (Woman Chosun),1
1727596,43,Men's health,1
1727597,43,Economist,1
1727598,43,Financial times,1
1727599,43,CNN,1
1727600,43,NHK,1
1727601,43,BBC World News,1
1727602,43,Euronews,1
1727603,43,Al-Jazeera,1
1727604,43,Fox News,1
1727605,43,Sky News,1
1727606,43,CNBC,1
1727607,43,RT,1
1727608,43,Time Magazine,1
1727609,43,Bloomberg TV,1
1727610,43,Spotify,1
1727611,43,Deezer,1
1727612,43,Pandora Radio,1
1727613,43,EBS-radio,1
1727614,43,MBC-radio,1
1727615,43,CBS-radio,1
1727616,43,Arirang-radio,1
1727617,43,KBS1 - radio,1
1727618,43,KBS2-radio,1
1727619,43,SBS - radio,1
1727620,43,Chosun Ilbo,1
1727621,43,Dong-a Ilbo,1
1727622,43,Hankook Ilbo,1
1727623,43,Hankyore,1
1727624,43,JoongAng Ilbo,1
1727625,43,Kookmin Ilbo,1
1727626,43,Kyunghyang Shinmun,1
1727627,43,Munhwa Ilbo,1
1727628,43,Seoul Shinmun,1
1727629,43,New Daily,1
1727630,43,Maeil Business Newspaper,1
1727631,43,The Korea Economic Daily,1
1727632,43,MBC-TV (문화방송주식회사),1
1727633,43,SBS-TV (에스비에스 / 서울방송그룹),1
1727634,43,KBS (한국방송공사),1
1727635,43,EBS (한국교육방송공사),1
1727636,43,Cable Channels,1
1727637,43,JTBC,1
1727638,43,MBN,1
1727639,43,Channel A,1
1727640,43,TV Chosun,1
1727641,43,Vogue Korea,1
1727642,43,Elle Korea,1
1727643,43,Cosmopolitan,1
1727644,43,Woman Sense,1
1727645,43,여성동아 (Woman Donga),1
1727646,43,Maxim,1
1727647,43,Styler,1
1727648,43,여성조선 (Woman Chosun),1
1727649,43,Men's health,1
1727650,43,Economist,1
1727651,43,Financial times,1
1727652,43,CNN,1
1727653,43,NHK,1
1727654,43,BBC World News,1
1727655,43,Euronews,1
1727656,43,Al-Jazeera,1
1727657,43,Fox News,1
1727658,43,Sky News,1
1727659,43,CNBC,1
1727660,43,RT,1
1727661,43,Time Magazine,1
1727662,43,Bloomberg TV,1
1727663,43,Spotify,1
1727664,43,Deezer,1
1727665,43,Pandora Radio,1
1727666,41,Japan FM League (J-Wave et al),1
1727667,41,Japan FM Network (Tokyo FM et al),1
1727668,41,MegaNet (InterFM et al),1
1727669,41,NHK FM,1
1727670,41,Nack5,1
1727671,41,BayFM,1
1727672,41,FM Port,1
1727673,41,Yokohama FM,1
1727674,41,FM Fuji,1
1727675,41,FM Kyoto,1
1727676,41,Yomiuri Shimbun (読売新聞),1
1727677,41,Asahi Shimbun (朝日新聞),1
1727678,41,Mainichi Shimbun (毎日新聞),1
1727679,41,Nihon Keizai Shimbun (日本経済新聞),1
1727680,41,Tokyo Shimbun (東京新聞),1
1727681,41,Chunichi Shimbun (中日新聞),1
1727682,41,Sankei Shimbun (産経新聞),1
1727683,41,Nishinippon Shimbun (西日本新聞),1
1727684,41,Hokkaido Shimbun (北海道新聞),1
1727685,41,Kahoku Shimpō (河北新報),1
1727686,41,Seikyo Shimbun (聖教新聞）,1
1727687,41,Tokyo Sports （東京スポーツ）,1
1727688,41,Nikkan Sports （ニッカンスポーツ）,1
1727689,41,Nikkan Gendai （日刊ゲンダイ）,1
1727690,41,Shimbun Akahata （しんぶん赤旗）,1
1727691,41,Kyoto Shinbun （京東新聞）,1
1727692,41,Kobe Shinbun （神戸新聞）,1
1727693,41,Shizuoka Shinbun （静岡新聞),1
1727694,41,Chugoku Shinbun （中国新聞）,1
1727695,41,TV Asahi,1
1727696,41,TBS,1
1727697,41,TV Tokyo Network (Tokyo TXN),1
1727698,41,Fuji Television,1
1727699,41,Tokyo MX,1
1727700,41,NHK,1
1727701,41,Nippon Television,1
1727702,41,Tokyo Nippon News Network (Tokyo NNN),1
1727703,41,Tokyo Japan News Network (Tokyo JNN),1
1727704,41,ViVi,1
1727705,41,Seventeen,1
1727706,41,Asagei,1
1727707,41,Aera,1
1727708,41,An an,1
1727709,41,Animage,1
1727710,41,Big Comic,1
1727711,41,Bis,1
1727712,41,Brutus,1
1727713,41,Bungeishunju,1
1727714,41,Classy,1
1727715,41,Croissant,1
1727716,41,Facta,1
1727717,41,Faust,1
1727718,41,Fujin Gaho,1
1727719,41,Gekkan Bunkazai,1
1727720,41,Hanako,1
1727721,41,Huge,1
1727722,41,JJ,1
1727723,41,Josei Jishin,1
1727724,41,Men's Non-no,1
1727725,41,Monthly Shonen Magazine,1
1727726,41,Newtype,1
1727727,41,Nicola,1
1727728,41,Non-no,1
1727729,41,Pen,1
1727730,41,Popeye,1
1727731,41,Popteen,1
1727732,41,Shukan Shinhco,1
1727733,41,Weekly Toyo Keizai,1
1727734,41,Ie no Hikari,1
1727735,41,Economist,1
1727736,41,Financial times,1
1727737,41,CNN,1
1727738,41,NHK,1
1727739,41,BBC World News,1
1727740,41,Euronews,1
1727741,41,Al-Jazeera,1
1727742,41,Fox News,1
1727743,41,Sky News,1
1727744,41,CNBC,1
1727745,41,RT,1
1727746,41,Time Magazine,1
1727747,41,Bloomberg TV,1
1727748,41,Spotify,1
1727749,41,Deezer,1
1727750,41,Pandora Radio,1
1727921,41,Japan FM League (J-Wave et al),1
1727922,41,Japan FM Network (Tokyo FM et al),1
1727923,41,MegaNet (InterFM et al),1
1727924,41,NHK FM,1
1727925,41,Nack5,1
1727926,41,BayFM,1
1727927,41,FM Port,1
1727928,41,Yokohama FM,1
1727929,41,FM Fuji,1
1727930,41,FM Kyoto,1
1727931,41,Yomiuri Shimbun (読売新聞),1
1727932,41,Asahi Shimbun (朝日新聞),1
1727933,41,Mainichi Shimbun (毎日新聞),1
1727934,41,Nihon Keizai Shimbun (日本経済新聞),1
1727935,41,Tokyo Shimbun (東京新聞),1
1727936,41,Chunichi Shimbun (中日新聞),1
1727937,41,Sankei Shimbun (産経新聞),1
1727938,41,Nishinippon Shimbun (西日本新聞),1
1727939,41,Hokkaido Shimbun (北海道新聞),1
1727940,41,Kahoku Shimpō (河北新報),1
1727941,41,Seikyo Shimbun (聖教新聞）,1
1727942,41,Tokyo Sports （東京スポーツ）,1
1727943,41,Nikkan Sports （ニッカンスポーツ）,1
1727944,41,Nikkan Gendai （日刊ゲンダイ）,1
1727945,41,Shimbun Akahata （しんぶん赤旗）,1
1727946,41,Kyoto Shinbun （京東新聞）,1
1727947,41,Kobe Shinbun （神戸新聞）,1
1727948,41,Shizuoka Shinbun （静岡新聞),1
1727949,41,Chugoku Shinbun （中国新聞）,1
1727950,41,TV Asahi,1
1727951,41,TBS,1
1727952,41,TV Tokyo Network (Tokyo TXN),1
1727953,41,Fuji Television,1
1727954,41,Tokyo MX,1
1727955,41,NHK,1
1727956,41,Nippon Television,1
1727957,41,Tokyo Nippon News Network (Tokyo NNN),1
1727958,41,Tokyo Japan News Network (Tokyo JNN),1
1727959,41,ViVi,1
1727960,41,Seventeen,1
1727961,41,Asagei,1
1727962,41,Aera,1
1727963,41,An an,1
1727964,41,Animage,1
1727965,41,Big Comic,1
1727966,41,Bis,1
1727967,41,Brutus,1
1727968,41,Bungeishunju,1
1727969,41,Classy,1
1727970,41,Croissant,1
1727971,41,Facta,1
1727972,41,Faust,1
1727973,41,Fujin Gaho,1
1727974,41,Gekkan Bunkazai,1
1727975,41,Hanako,1
1727976,41,Huge,1
1727977,41,JJ,1
1727978,41,Josei Jishin,1
1727979,41,Men's Non-no,1
1727980,41,Monthly Shonen Magazine,1
1727981,41,Newtype,1
1727982,41,Nicola,1
1727983,41,Non-no,1
1727984,41,Pen,1
1727985,41,Popeye,1
1727986,41,Popteen,1
1727987,41,Shukan Shinhco,1
1727988,41,Weekly Toyo Keizai,1
1727989,41,Ie no Hikari,1
1727990,41,Economist,1
1727991,41,Financial times,1
1727992,41,CNN,1
1727993,41,NHK,1
1727994,41,BBC World News,1
1727995,41,Euronews,1
1727996,41,Al-Jazeera,1
1727997,41,Fox News,1
1727998,41,Sky News,1
1727999,41,CNBC,1
1728000,41,RT,1
1728001,41,Time Magazine,1
1728002,41,Bloomberg TV,1
1728003,41,Spotify,1
1728004,41,Deezer,1
1728005,41,Pandora Radio,1
1728006,41,Japan FM League (J-Wave et al),1
1728007,41,Japan FM Network (Tokyo FM et al),1
1728008,41,MegaNet (InterFM et al),1
1728009,41,NHK FM,1
1728010,41,Nack5,1
1728011,41,BayFM,1
1728012,41,FM Port,1
1728013,41,Yokohama FM,1
1728014,41,FM Fuji,1
1728015,41,FM Kyoto,1
1728016,41,Yomiuri Shimbun (読売新聞),1
1728017,41,Asahi Shimbun (朝日新聞),1
1728018,41,Mainichi Shimbun (毎日新聞),1
1728019,41,Nihon Keizai Shimbun (日本経済新聞),1
1728020,41,Tokyo Shimbun (東京新聞),1
1728021,41,Chunichi Shimbun (中日新聞),1
1728022,41,Sankei Shimbun (産経新聞),1
1728023,41,Nishinippon Shimbun (西日本新聞),1
1728024,41,Hokkaido Shimbun (北海道新聞),1
1728025,41,Kahoku Shimpō (河北新報),1
1728026,41,Seikyo Shimbun (聖教新聞）,1
1728027,41,Tokyo Sports （東京スポーツ）,1
1728028,41,Nikkan Sports （ニッカンスポーツ）,1
1728029,41,Nikkan Gendai （日刊ゲンダイ）,1
1728030,41,Shimbun Akahata （しんぶん赤旗）,1
1728031,41,Kyoto Shinbun （京東新聞）,1
1728032,41,Kobe Shinbun （神戸新聞）,1
1728033,41,Shizuoka Shinbun （静岡新聞),1
1728034,41,Chugoku Shinbun （中国新聞）,1
1728035,41,TV Asahi,1
1728036,41,TBS,1
1728037,41,TV Tokyo Network (Tokyo TXN),1
1728038,41,Fuji Television,1
1728039,41,Tokyo MX,1
1728040,41,NHK,1
1728041,41,Nippon Television,1
1728042,41,Tokyo Nippon News Network (Tokyo NNN),1
1728043,41,Tokyo Japan News Network (Tokyo JNN),1
1728044,41,ViVi,1
1728045,41,Seventeen,1
1728046,41,Asagei,1
1728047,41,Aera,1
1728048,41,An an,1
1728049,41,Animage,1
1728050,41,Big Comic,1
1728051,41,Bis,1
1728052,41,Brutus,1
1728053,41,Bungeishunju,1
1728054,41,Classy,1
1728055,41,Croissant,1
1728056,41,Facta,1
1728057,41,Faust,1
1728058,41,Fujin Gaho,1
1728059,41,Gekkan Bunkazai,1
1728060,41,Hanako,1
1728061,41,Huge,1
1728062,41,JJ,1
1728063,41,Josei Jishin,1
1728064,41,Men's Non-no,1
1728065,41,Monthly Shonen Magazine,1
1728066,41,Newtype,1
1728067,41,Nicola,1
1728068,41,Non-no,1
1728069,41,Pen,1
1728070,41,Popeye,1
1728071,41,Popteen,1
1728072,41,Shukan Shinhco,1
1728073,41,Weekly Toyo Keizai,1
1728074,41,Ie no Hikari,1
1728075,41,Economist,1
1728076,41,Financial times,1
1728077,41,CNN,1
1728078,41,NHK,1
1728079,41,BBC World News,1
1728080,41,Euronews,1
1728081,41,Al-Jazeera,1
1728082,41,Fox News,1
1728083,41,Sky News,1
1728084,41,CNBC,1
1728085,41,RT,1
1728086,41,Time Magazine,1
1728087,41,Bloomberg TV,1
1728088,41,Spotify,1
1728089,41,Deezer,1
1728090,41,Pandora Radio,1
1728091,21,883JiaFM,1
1728092,21,BBC World Service,1
1728093,21,Money FM 89.3,1
1728094,21,Ria 89.7FM,1
1728095,21,Gold 905FM,1
1728096,21,One FM 91.3,1
1728097,21,Kiss 92 FM,1
1728098,21,Symphony 92.4 FM,1
1728099,21,Y.E.S. 93.3 FM,1
1728100,21,938Now,1
1728101,21,Warna 94.2 FM,1
1728102,21,Class 95FM,1
1728103,21,Capital 95.8FM,1
1728104,21,96.3 Hao FM,1
1728105,21,Oli 96.8 FM,1
1728106,21,Love 97.2FM,1
1728107,21,Power 98FM,1
1728108,21,987FM,1
1728109,21,UFM100.3,1
1728110,21,The Straits Times,1
1728111,21,Today,1
1728112,21,The Business Times,1
1728113,21,Lianhe Zaobao,1
1728114,21,The New Paper,1
1728115,21,My Paper,1
1728116,21,Tamil Murasu,1
1728117,21,LianHe WanBao,1
1728118,21,Berita Harian,1
1728119,21,Berita Minggu,1
1728120,21,Lianhe Wanbao,1
1728121,21,Good Paper,1
1728122,21,Shin Min Daily News,1
1728123,21,Channel NewsAsia,1
1728124,21,Channel 5,1
1728125,21,Channel U,1
1728126,21,Okto,1
1728127,21,Suria,1
1728128,21,Vasantham,1
1728129,21,MediaCorp HD5,1
1728130,21,Global TV,1
1728131,21,8TV,1
1728132,21,The Peak,1
1728133,21,Arena Singapore,1
1728134,21,The Asian Banker Journal,1
1728135,21,Asian Scientist,1
1728136,21,August Man,1
1728137,21,Cosmopolitan Singapore,1
1728138,21,Calibre,1
1728139,21,Destination,1
1728140,21,Dwell,1
1728141,21,Element,1
1728142,21,Elle Singapore,1
1728143,21,Esquire Singapore,1
1728144,21,The Executive Magazine,1
1728145,21,Her World,1
1728146,21,Human Capital Magazine,1
1728147,21,Nylon,1
1728148,21,Popspoken,1
1728149,21,Run Singapore,1
1728150,21,sgCarMart,1
1728151,21,Shape,1
1728152,21,Singapore Business Review,1
1728153,21,Torque,1
1728154,21,Manja,1
1728155,21,Sensasi,1
1728156,21,Sutra,1
1728157,21,ICON,1
1728158,21,Citta Bella,1
1728159,21,Nuyou,1
1728160,21,Men's Health Singapore,1
1728161,21,8 Days,1
1728162,21,Female,1
1728163,21,Economist,1
1728164,21,Financial times,1
1728165,21,CNN,1
1728166,21,NHK,1
1728167,21,BBC World News,1
1728168,21,Euronews,1
1728169,21,Al-Jazeera,1
1728170,21,Fox News,1
1728171,21,Sky News,1
1728172,21,CNBC,1
1728173,21,RT,1
1728174,21,Time Magazine,1
1728175,21,Bloomberg TV,1
1728176,21,Spotify,1
1728177,21,Deezer,1
1728178,21,Pandora Radio,1
1728179,21,883JiaFM,1
1728180,21,BBC World Service,1
1728181,21,Money FM 89.3,1
1728182,21,Ria 89.7FM,1
1728183,21,Gold 905FM,1
1728184,21,One FM 91.3,1
1728185,21,Kiss 92 FM,1
1728186,21,Symphony 92.4 FM,1
1728187,21,Y.E.S. 93.3 FM,1
1728188,21,938Now,1
1728189,21,Warna 94.2 FM,1
1728190,21,Class 95FM,1
1728191,21,Capital 95.8FM,1
1728192,21,96.3 Hao FM,1
1728193,21,Oli 96.8 FM,1
1728194,21,Love 97.2FM,1
1728195,21,Power 98FM,1
1728196,21,987FM,1
1728197,21,UFM100.3,1
1728198,21,The Straits Times,1
1728199,21,Today,1
1728200,21,The Business Times,1
1728201,21,Lianhe Zaobao,1
1728202,21,The New Paper,1
1728203,21,My Paper,1
1728204,21,Tamil Murasu,1
1728205,21,LianHe WanBao,1
1728206,21,Berita Harian,1
1728207,21,Berita Minggu,1
1728208,21,Lianhe Wanbao,1
1728209,21,Good Paper,1
1728210,21,Shin Min Daily News,1
1728211,21,Channel NewsAsia,1
1728212,21,Channel 5,1
1728213,21,Channel U,1
1728214,21,Okto,1
1728215,21,Suria,1
1728216,21,Vasantham,1
1728217,21,MediaCorp HD5,1
1728218,21,Global TV,1
1728219,21,8TV,1
1728220,21,The Peak,1
1728221,21,Arena Singapore,1
1728222,21,The Asian Banker Journal,1
1728223,21,Asian Scientist,1
1728224,21,August Man,1
1728225,21,Cosmopolitan Singapore,1
1728226,21,Calibre,1
1728227,21,Destination,1
1728228,21,Dwell,1
1728229,21,Element,1
1728230,21,Elle Singapore,1
1728231,21,Esquire Singapore,1
1728232,21,The Executive Magazine,1
1728233,21,Her World,1
1728234,21,Human Capital Magazine,1
1728235,21,Nylon,1
1728236,21,Popspoken,1
1728237,21,Run Singapore,1
1728238,21,sgCarMart,1
1728239,21,Shape,1
1728240,21,Singapore Business Review,1
1728241,21,Torque,1
1728242,21,Manja,1
1728243,21,Sensasi,1
1728244,21,Sutra,1
1728245,21,ICON,1
1728246,21,Citta Bella,1
1728247,21,Nuyou,1
1728248,21,Men's Health Singapore,1
1728249,21,8 Days,1
1728250,21,Female,1
1728251,21,Economist,1
1728252,21,Financial times,1
1728253,21,CNN,1
1728254,21,NHK,1
1728255,21,BBC World News,1
1728256,21,Euronews,1
1728257,21,Al-Jazeera,1
1728258,21,Fox News,1
1728259,21,Sky News,1
1728260,21,CNBC,1
1728261,21,RT,1
1728262,21,Time Magazine,1
1728263,21,Bloomberg TV,1
1728264,21,Spotify,1
1728265,21,Deezer,1
1728266,21,Pandora Radio,1
1728267,21,883JiaFM,1
1728268,21,BBC World Service,1
1728269,21,Money FM 89.3,1
1728270,21,Ria 89.7FM,1
1728271,21,Gold 905FM,1
1728272,21,One FM 91.3,1
1728273,21,Kiss 92 FM,1
1728274,21,Symphony 92.4 FM,1
1728275,21,Y.E.S. 93.3 FM,1
